title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	molecule_ch1	taxid_ch1	description	description.1	description.2	platform_id	contact_name	contact_email	contact_phone	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count
1083PBMC	GSM23186	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23186/suppl/GSM23186.CEL.gz	12625
1085PBMC	GSM23187	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23187/suppl/GSM23187.CEL.gz	12625
1087CTRPBMC	GSM23188	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23188/suppl/GSM23188.CEL.gz	12625
1089PBMC	GSM23189	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23189/suppl/GSM23189.CEL.gz	12625
1095PBMC	GSM23190	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23190/suppl/GSM23190.CEL.gz	12625
7021.31PBMC	GSM23191	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23191/suppl/GSM23191.CEL.gz	12625
7113.3PBMC	GSM23192	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23192/suppl/GSM23192.CEL.gz	12625
7118.3PBMC	GSM23193	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23193/suppl/GSM23193.CEL.gz	12625
7149.3PBMC	GSM23194	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23194/suppl/GSM23194.CEL.gz	12625
813.3PBMC	GSM23195	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	PBMC	Homo sapiens	total RNA	9606	PBMC isolated by Ficoll gradient centrifugation from control	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Control, peripheral blood mononuclear cell (PBMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23195/suppl/GSM23195.CEL.gz	12625
8003SFMC	GSM23196	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from pauciarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Pauciarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23196/suppl/GSM23196.CEL.gz	12625
817SFMC	GSM23197	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from pauciarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Pauciarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23197/suppl/GSM23197.CEL.gz	12625
9161SFMC	GSM23198	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from pauciarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Pauciarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23198/suppl/GSM23198.CEL.gz	12625
9264SFMC	GSM23199	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from pauciarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Pauciarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23199/suppl/GSM23199.CEL.gz	12625
976SFMC	GSM23200	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from pauciarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Pauciarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23200/suppl/GSM23200.CEL.gz	12625
1073SFMC	GSM23201	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23201/suppl/GSM23201.CEL.gz	12625
1087PBSFMC	GSM23202	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23202/suppl/GSM23202.CEL.gz	12625
824SFMC	GSM23203	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23203/suppl/GSM23203.CEL.gz	12625
831SFMC	GSM23204	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23204/suppl/GSM23204.CEL.gz	12625
850SFMC	GSM23205	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23205/suppl/GSM23205.CEL.gz	12625
872SFMC	GSM23206	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23206/suppl/GSM23206.CEL.gz	12625
878SFMC	GSM23207	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23207/suppl/GSM23207.CEL.gz	12625
9137SFMC	GSM23208	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23208/suppl/GSM23208.CEL.gz	12625
9272SFMC	GSM23209	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23209/suppl/GSM23209.CEL.gz	12625
993SFMC	GSM23210	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from polyarticular JRA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Polyarticular course, juvenile rheumatoid arthritis (JRA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23210/suppl/GSM23210.CEL.gz	12625
18042SFMC	GSM23211	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from JSpA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Juvenile spondyloarthropahty (JSpA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23211/suppl/GSM23211.CEL.gz	12625
18057SFMC	GSM23212	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from JSpA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Juvenile spondyloarthropahty (JSpA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23212/suppl/GSM23212.CEL.gz	12625
7177SFMC	GSM23213	Public on Aug 11 2004	May 13 2004	Mar 16 2009	RNA	1	SFMC	Homo sapiens	total RNA	9606	SFMC isolated by Ficoll gradient centrifugation from JSpA patient	Biotinylated cRNA was synthesized from total RNA (Enzo; Farmingdale, NY) and processed according to the Affymetrix GeneChip Expression Analysis Technical Manual (Affymetrix; Santa Clara, CA).  57 samples: 5 pauciarticular PBMC, 15 polyarticular PBMC, 11 control PMBC, 6 JSpA PBMC, 5 pauciarticular SFMC, 10 polyarticular PBMC, 5 JSpA SFMC classified by course.	Keywords = Juvenile spondyloarthropahty (JSpA), synovial fluid mononuclear cells (SFMC)	GPL8300	Michael,,Barnes	michael.barnes@cchmc.org	513-636-1319	Dr. David Glass	Rheumatology	Cincinnati Childrens Hospital Medical Center	3333 Burnet Ave	Cincinnati	OH	45229	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM23nnn/GSM23213/suppl/GSM23213.CEL.gz	12625
