ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1860665	0.983	0.14627129	-1.50962517	-4.403	-0.11067315		
ILMN_1760927	0.983	0.14627604	-1.50960645	-4.4031	-0.10561097		
ILMN_3268165	0.983	0.14628631	1.50956599	-4.4031	0.10812897		
ILMN_1677273	0.983	0.14630382	1.50949702	-4.4032	0.0604459	TH	tyrosine hydroxylase
ILMN_1666418	0.983	0.14633981	1.50935528	-4.4033	0.09640795		
ILMN_1673933	0.983	0.14634194	-1.50934686	-4.4033	-0.21293675		
ILMN_2068202	0.983	0.14634943	-1.50931737	-4.4033	-0.2374104	BORCS8-MEF2B	BORCS8-MEF2B readthrough
ILMN_3228094	0.983	0.14635876	1.50928062	-4.4034	0.11541936	GATSL2	GATS protein like 2
ILMN_1762666	0.983	0.14636245	-1.50926609	-4.4034	-0.20241856	DHRS4	dehydrogenase/reductase 4
ILMN_2140380	0.983	0.14636902	-1.50924024	-4.4034	-0.05823564	ZBTB12	zinc finger and BTB domain containing 12
ILMN_1749212	0.983	0.14637193	-1.50922877	-4.4034	-0.15355642	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough
ILMN_2320964	0.983	0.146396	-1.50913402	-4.4035	-0.18227942	ADAR	adenosine deaminase, RNA specific
ILMN_2150049	0.983	0.1463965	1.50913202	-4.4035	0.07731525	PTCHD4	patched domain containing 4
ILMN_3286823	0.983	0.14641521	1.5090584	-4.4036	0.05906229		
ILMN_1745884	0.983	0.14646985	1.50884331	-4.4038	0.05755087		
ILMN_1815610	0.983	0.14649128	1.50875899	-4.4038	0.10820827	SYT12	synaptotagmin 12
ILMN_2274240	0.983	0.14650283	-1.50871355	-4.4039	-0.07734091	GGT1	gamma-glutamyltransferase 1
ILMN_1788166	0.983	0.14653775	-1.50857615	-4.404	-0.18455447	TTK	TTK protein kinase
ILMN_3240765	0.983	0.14654	-1.50856732	-4.404	-0.05908297	ANO3	anoctamin 3
ILMN_1891267	0.983	0.14657479	-1.50843046	-4.4041	-0.15459704		
ILMN_3247633	0.983	0.14658851	1.50837653	-4.4042	0.29250731		
ILMN_1904618	0.983	0.14659207	1.50836252	-4.4042	0.11112799		
ILMN_1708298	0.983	0.14663572	-1.50819089	-4.4044	-0.23225315		
ILMN_3212962	0.983	0.14664195	-1.50816637	-4.4044	-0.08667621	CLDN24	claudin 24
ILMN_2362232	0.983	0.14664326	-1.50816124	-4.4044	-0.17020216	ZNF331	zinc finger protein 331
ILMN_2189222	0.983	0.14664941	1.50813704	-4.4044	0.14852982	KLHL8	kelch like family member 8
ILMN_1664644	0.983	0.14667144	-1.50805045	-4.4045	-0.23999358	ATG16L2	autophagy related 16 like 2
ILMN_3236945	0.983	0.14671798	1.50786751	-4.4047	0.14344654	PTPMT1	protein tyrosine phosphatase, mitochondrial 1
ILMN_1719236	0.983	0.14673819	1.50778809	-4.4047	0.05057554	CDH5	cadherin 5
ILMN_1671055	0.983	0.14673873	-1.507786	-4.4047	-0.07935998	GSG1L	GSG1 like
ILMN_1740589	0.983	0.1467444	1.50776371	-4.4048	0.08575568	ZNF440	zinc finger protein 440
ILMN_1797170	0.983	0.14681584	-1.50748305	-4.405	-0.08272441	CYP4Z2P	cytochrome P450 family 4 subfamily Z member 2, pseudogene
ILMN_1807894	0.983	0.146822	1.50745886	-4.405	0.26768121	SLC7A8	solute carrier family 7 member 8
ILMN_1736806	0.983	0.14685021	1.50734806	-4.4051	0.16109921	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
ILMN_1745851	0.983	0.14687344	1.50725686	-4.4052	0.14069389		
ILMN_3243943	0.983	0.14688525	-1.50721049	-4.4053	-0.23723003		
ILMN_1792168	0.983	0.14689769	-1.50716164	-4.4053	-0.20559325	GALE	UDP-galactose-4-epimerase
ILMN_3301920	0.983	0.1469078	1.50712196	-4.4053	0.10942903		
ILMN_1661348	0.983	0.14691431	-1.50709641	-4.4054	-0.07285764		
ILMN_1761101	0.983	0.14696101	1.5069131	-4.4055	0.12483225	CCDC112	coiled-coil domain containing 112
ILMN_3239643	0.983	0.14698328	-1.50682572	-4.4056	-0.08379315	LOC389332	uncharacterized LOC389332
ILMN_3308818	0.983	0.14700327	1.50674727	-4.4057	0.10203597	MIR558	microRNA 558
ILMN_1792837	0.983	0.14701018	1.50672015	-4.4057	0.11251403	CIAO1	cytosolic iron-sulfur assembly component 1
ILMN_1777726	0.983	0.14704242	-1.50659367	-4.4058	-0.16653042	USP48	ubiquitin specific peptidase 48
ILMN_2112744	0.983	0.14704642	1.50657798	-4.4058	0.09194709	P2RX6P	purinergic receptor P2X 6 pseudogene
ILMN_3165920	0.983	0.14704866	-1.50656921	-4.4059	-0.07416497		
ILMN_1682828	0.983	0.14706304	1.50651278	-4.4059	0.10721482	FGL1	fibrinogen like 1
ILMN_3269076	0.983	0.1470821	-1.50643804	-4.406	-0.07569008		
ILMN_1669773	0.983	0.14709328	-1.50639421	-4.406	-0.08992236	ANGPTL1	angiopoietin like 1
ILMN_1713749	0.983	0.1471357	-1.50622787	-4.4062	-0.21863958	CORO1A	coronin 1A
ILMN_1826190	0.983	0.14714961	1.50617334	-4.4062	0.1586448		
ILMN_1705814	0.983	0.1471661	-1.50610868	-4.4063	-0.12855211	KRT80	keratin 80
ILMN_2308338	0.983	0.14717323	-1.50608071	-4.4063	-0.17216188	BMF	Bcl2 modifying factor
ILMN_1805019	0.983	0.14719392	-1.50599963	-4.4064	-0.09478909		
ILMN_3289489	0.983	0.1472223	1.50588841	-4.4065	0.18242286		
ILMN_1684208	0.983	0.14722686	-1.50587054	-4.4065	-0.14583736		
ILMN_1736234	0.983	0.14723289	-1.50584691	-4.4065	-0.26347008	CHTOP	chromatin target of PRMT1
ILMN_3233179	0.983	0.14724488	-1.50579992	-4.4066	-0.20657302		
ILMN_2269564	0.983	0.14725381	1.50576493	-4.4066	0.2284153	ARID4B	AT-rich interaction domain 4B
ILMN_3180196	0.983	0.14726992	1.50570183	-4.4066	0.15781863		
ILMN_1676938	0.983	0.14730972	1.50554593	-4.4068	0.18310932		
ILMN_2066066	0.983	0.14731342	-1.50553142	-4.4068	-0.19685976	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)
ILMN_2115011	0.983	0.14731758	1.50551512	-4.4068	0.07275404	FGD2	FYVE, RhoGEF and PH domain containing 2
ILMN_1897213	0.983	0.14732667	-1.50547952	-4.4069	-0.06850031		
ILMN_1802708	0.983	0.14743024	-1.50507401	-4.4072	-0.16201561	BTN3A1	butyrophilin subfamily 3 member A1
ILMN_3236816	0.983	0.14745607	1.50497289	-4.4073	0.09061194	FLJ16779	uncharacterized LOC100192386
ILMN_1683666	0.983	0.14748648	1.50485389	-4.4074	0.06993511	ING3	inhibitor of growth family member 3
ILMN_1694043	0.983	0.1475101	-1.50476146	-4.4075	-0.06556136	DNAH14	dynein axonemal heavy chain 14
ILMN_1878670	0.983	0.14757539	1.50450607	-4.4077	0.15951157	LOC100420587	SHC binding and spindle associated 1 pseudogene
ILMN_1874362	0.983	0.1475817	-1.50448138	-4.4078	-0.18919984		
ILMN_1671819	0.983	0.14759656	1.50442327	-4.4078	0.06649902		
ILMN_3277137	0.983	0.14759705	1.50442139	-4.4078	0.15116561		
ILMN_1696193	0.983	0.14759826	1.50441662	-4.4078	0.18595292		
ILMN_2388955	0.983	0.14762561	-1.50430971	-4.4079	-0.26458855	FAM212B	family with sequence similarity 212 member B
ILMN_1663437	0.983	0.14762858	-1.50429809	-4.4079	-0.26894032	NECAB2	N-terminal EF-hand calcium binding protein 2
ILMN_2150894	0.983	0.14765619	-1.50419012	-4.408	-0.13249735	ALDH1B1	aldehyde dehydrogenase 1 family member B1
ILMN_1721869	0.983	0.14765778	1.50418392	-4.408	0.17780985		
ILMN_1851487	0.983	0.14768613	1.5040731	-4.4081	0.10290089		
ILMN_1656792	0.983	0.14771202	1.50397192	-4.4082	0.16317173	FLYWCH1	FLYWCH-type zinc finger 1
ILMN_3271244	0.983	0.14771892	1.50394495	-4.4083	0.32757619		
ILMN_2366041	0.983	0.14773483	1.50388277	-4.4083	0.23748077	ITM2C	integral membrane protein 2C
ILMN_1699545	0.983	0.14774207	-1.50385446	-4.4083	-0.23212635	PCSK7	proprotein convertase subtilisin/kexin type 7
ILMN_2168992	0.983	0.14774552	1.50384098	-4.4084	0.37400878	FBXO30	F-box protein 30
ILMN_1709882	0.983	0.1477654	1.50376331	-4.4084	0.1976904	ICK	intestinal cell (MAK-like) kinase
ILMN_1745110	0.983	0.14778451	1.50368865	-4.4085	0.11667542	LAPTM4A	lysosomal protein transmembrane 4 alpha
ILMN_1660730	0.983	0.14780903	1.50359288	-4.4086	0.16181113	SLC7A3	solute carrier family 7 member 3
ILMN_1851639	0.983	0.14782067	1.5035474	-4.4086	0.0753159		
ILMN_1802414	0.983	0.14782346	1.50353653	-4.4086	0.19761695	CA13	carbonic anhydrase 13
ILMN_1755173	0.983	0.14786205	-1.50338583	-4.4088	-0.14832595	PLEKHA4	pleckstrin homology domain containing A4
ILMN_1814304	0.983	0.14788271	1.50330514	-4.4088	0.07249052		
ILMN_1766981	0.983	0.14791551	1.5031771	-4.409	0.14017629	UNC50	unc-50 inner nuclear membrane RNA binding protein
ILMN_1683916	0.983	0.14792223	-1.50315086	-4.409	-0.20408114	PEX13	peroxisomal biogenesis factor 13
ILMN_1801349	0.983	0.14799226	1.50287754	-4.4092	0.08007034	TAS2R14	taste 2 receptor member 14
ILMN_2388701	0.983	0.14801567	1.50278619	-4.4093	0.18964932	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ILMN_2375786	0.983	0.14801936	1.50277182	-4.4093	0.11917215	LECT1	leukocyte cell derived chemotaxin 1
ILMN_1785266	0.983	0.14802035	1.50276795	-4.4093	0.16304933	OFD1	OFD1, centriole and centriolar satellite protein
ILMN_1651657	0.983	0.14803202	1.50272241	-4.4094	0.0905703	ADAM33	ADAM metallopeptidase domain 33
ILMN_1659753	0.983	0.14803226	-1.50272148	-4.4094	-0.22764272	LAMP2	lysosomal associated membrane protein 2
ILMN_3249463	0.983	0.14805932	1.50261592	-4.4095	0.06538224		
ILMN_1769671	0.983	0.14808957	1.50249794	-4.4096	0.24022725	RYK	receptor-like tyrosine kinase
ILMN_3236725	0.983	0.14809604	1.50247268	-4.4096	0.14435321		
ILMN_2321292	0.983	0.14810043	-1.50245558	-4.4096	-0.20325657	WIPI2	WD repeat domain, phosphoinositide interacting 2
ILMN_1701170	0.983	0.14813341	1.50232697	-4.4097	0.08427502	BARX2	BARX homeobox 2
ILMN_2102951	0.983	0.1481394	1.50230361	-4.4098	0.25685046	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
ILMN_3248773	0.983	0.14814078	1.50229823	-4.4098	0.16124582	SNHG15	small nucleolar RNA host gene 15
ILMN_1737298	0.983	0.14815725	1.50223404	-4.4098	0.15265073	MAT2A	methionine adenosyltransferase 2A
ILMN_1779416	0.983	0.14820625	1.50204302	-4.41	0.06382216	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
ILMN_2163819	0.983	0.14821149	-1.50202263	-4.41	-0.30209555	KIF21B	kinesin family member 21B
ILMN_1898071	0.983	0.14821275	1.5020177	-4.41	0.1424891		
ILMN_3244949	0.983	0.14825411	1.50185652	-4.4102	0.12810995		
ILMN_1811593	0.983	0.14826279	-1.50182271	-4.4102	-0.10222797	NIPAL1	NIPA like domain containing 1
ILMN_1729208	0.983	0.14827832	-1.50176221	-4.4103	-0.12758845	BEX3	brain expressed X-linked 3
ILMN_1678730	0.983	0.14827865	-1.50176089	-4.4103	-0.20372166	NOMO1	NODAL modulator 1
ILMN_3243945	0.983	0.14828034	1.50175432	-4.4103	0.25933033	MZT1	mitotic spindle organizing protein 1
ILMN_3233071	0.983	0.14828807	-1.5017242	-4.4103	-0.09523695		
ILMN_1742256	0.983	0.14829747	-1.5016876	-4.4103	-0.14868239		
ILMN_1729639	0.983	0.14830284	1.50166669	-4.4103	0.14952434	CLDN20	claudin 20
ILMN_1655126	0.983	0.14830976	-1.50163974	-4.4104	-0.20859391	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
ILMN_1693836	0.983	0.14834375	-1.50150733	-4.4105	-0.25281505		
ILMN_1737850	0.983	0.14836315	1.5014318	-4.4106	0.10996288	TBC1D28	TBC1 domain family member 28
ILMN_1660125	0.983	0.14837799	1.501374	-4.4106	0.40181524	SFMBT2	Scm-like with four mbt domains 2
ILMN_2048659	0.983	0.14838386	1.50135113	-4.4106	0.06652698	SFTPA1	surfactant protein A1
ILMN_2385918	0.983	0.14838843	-1.50133336	-4.4107	-0.0832279	GNRHR	gonadotropin releasing hormone receptor
ILMN_1710112	0.983	0.14839233	1.50131818	-4.4107	0.1196517		
ILMN_1776442	0.983	0.14839447	-1.50130984	-4.4107	-0.10114857	ACTRT2	actin related protein T2
ILMN_3279130	0.983	0.14842026	1.50120944	-4.4108	0.18724136		
ILMN_1801045	0.983	0.14842636	1.50118568	-4.4108	0.16936223	SPIN3	spindlin family member 3
ILMN_1731476	0.983	0.14843457	1.50115372	-4.4108	0.14260727	ARNTL	aryl hydrocarbon receptor nuclear translocator like
ILMN_1659270	0.983	0.14846295	-1.50104327	-4.4109	-0.20561247	OTP	orthopedia homeobox
ILMN_1702401	0.983	0.1484649	-1.50103568	-4.4109	-0.09160013	PKD1L3	polycystin 1 like 3, transient receptor potential channel interacting
ILMN_1772136	0.983	0.14846496	-1.50103544	-4.4109	-0.11416961		
ILMN_1787464	0.983	0.14848184	1.50096973	-4.411	0.18629312		
ILMN_1717834	0.983	0.14853797	-1.50075137	-4.4112	-0.22791457	EIF1AD	eukaryotic translation initiation factor 1A domain containing
ILMN_3305378	0.983	0.14856412	-1.50064963	-4.4113	-0.16382566		
ILMN_2411791	0.983	0.14857652	-1.50060141	-4.4113	-0.06718501	CNTFR	ciliary neurotrophic factor receptor
ILMN_1712170	0.983	0.14863129	-1.5003884	-4.4115	-0.06381636		
ILMN_3238803	0.983	0.14867068	-1.50023528	-4.4117	-0.23176344	RASAL3	RAS protein activator like 3
ILMN_1806448	0.983	0.1486791	1.50020254	-4.4117	0.19053697	NTNG2	netrin G2
ILMN_2344455	0.983	0.1487233	1.50003074	-4.4118	0.21062702	G3BP1	G3BP stress granule assembly factor 1
ILMN_1810838	0.983	0.14873104	1.50000067	-4.4119	0.15351128	MTDH	metadherin
ILMN_1760174	0.983	0.14873436	1.49998774	-4.4119	0.1214904	MCCC1	methylcrotonoyl-CoA carboxylase 1
ILMN_1804007	0.983	0.1487722	-1.49984073	-4.412	-0.15125358	NANOS3	nanos C2HC-type zinc finger 3
ILMN_2171783	0.983	0.14879694	-1.49974461	-4.4121	-0.07317911	CPEB3	cytoplasmic polyadenylation element binding protein 3
ILMN_1690520	0.983	0.14881241	-1.4996845	-4.4122	-0.17258196		
ILMN_3249538	0.983	0.14883454	1.49959855	-4.4122	0.14703215	SNORA2B	small nucleolar RNA, H/ACA box 2B
ILMN_2290007	0.983	0.14883975	1.4995783	-4.4123	0.19033199	NELFB	negative elongation factor complex member B
ILMN_1765446	0.983	0.14885318	-1.49952616	-4.4123	-0.12199599	EMP3	epithelial membrane protein 3
ILMN_1811110	0.983	0.14888934	1.49938575	-4.4124	0.2903793	TDRD9	tudor domain containing 9
ILMN_2305225	0.983	0.14891568	-1.49928349	-4.4125	-0.08624349	NDRG4	NDRG family member 4
ILMN_2294684	0.983	0.14894116	1.49918458	-4.4126	0.15254533	CEP170	centrosomal protein 170
ILMN_2252136	0.983	0.14901167	-1.49891093	-4.4129	-0.14440113	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
ILMN_1675947	0.983	0.14901195	-1.49890983	-4.4129	-0.10770565	MT3	metallothionein 3
ILMN_1744471	0.983	0.14904307	1.49878908	-4.413	0.21761172	ZNF654	zinc finger protein 654
ILMN_3267333	0.983	0.1490994	1.49857059	-4.4132	0.08852695		
ILMN_1703415	0.983	0.14910629	1.49854389	-4.4132	0.09136108	ATP5I	ATP synthase, H+ transporting, mitochondrial Fo complex subunit E
ILMN_1681503	0.983	0.14911833	-1.49849717	-4.4133	-0.17323877	MCM2	minichromosome maintenance complex component 2
ILMN_1652284	0.983	0.14912111	-1.4984864	-4.4133	-0.18208885		
ILMN_2285032	0.983	0.14913901	-1.49841699	-4.4133	-0.06650725	TENM2	teneurin transmembrane protein 2
ILMN_1739133	0.983	0.1491409	-1.49840966	-4.4133	-0.10242029	MCMDC2	minichromosome maintenance domain containing 2
ILMN_1758658	0.983	0.14914706	-1.4983858	-4.4134	-0.1285583	FADD	Fas associated via death domain
ILMN_1749448	0.983	0.14918506	-1.49823847	-4.4135	-0.05827553	GLMN	glomulin, FKBP associated protein
ILMN_1707591	0.983	0.14920803	-1.49814941	-4.4136	-0.15801212	TNIP3	TNFAIP3 interacting protein 3
ILMN_1869836	0.983	0.14923766	-1.4980346	-4.4137	-0.17287182		
ILMN_2135756	0.983	0.14926746	1.49791912	-4.4138	0.0821114	HSF2BP	heat shock transcription factor 2 binding protein
ILMN_3309919	0.983	0.14927349	-1.49789574	-4.4138	-0.10148206	MIR455	microRNA 455
ILMN_1679770	0.983	0.14928305	1.49785872	-4.4138	0.15958946	ENOX2	ecto-NOX disulfide-thiol exchanger 2
ILMN_1663158	0.983	0.14929509	1.49781207	-4.4139	0.16175646	ZNF174	zinc finger protein 174
ILMN_1659820	0.983	0.14932696	1.49768862	-4.414	0.10626027	OLA1	Obg-like ATPase 1
ILMN_1777168	0.983	0.14936096	-1.49755694	-4.4141	-0.15065875		
ILMN_1691376	0.983	0.1493655	1.49753934	-4.4141	0.18082521	JAG1	jagged 1
ILMN_1742901	0.983	0.14938144	1.49747761	-4.4142	0.30464746	RSPH10B	radial spoke head 10 homolog B
ILMN_1676256	0.983	0.14939944	1.49740793	-4.4142	0.13253741	TPSAB1	tryptase alpha/beta 1
ILMN_1692219	0.983	0.1494051	-1.49738601	-4.4143	-0.14001002	RAB11FIP1	RAB11 family interacting protein 1
ILMN_2389445	0.983	0.14940733	1.49737737	-4.4143	0.15313595	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
ILMN_3309739	0.983	0.1494263	1.4973039	-4.4143	0.15586098	MIRLET7D	microRNA let-7d
ILMN_1698047	0.983	0.14944181	1.49724387	-4.4144	0.1502668		
ILMN_1749081	0.983	0.14947921	-1.49709912	-4.4145	-0.2972578	AUTS2	autism susceptibility candidate 2
ILMN_1709124	0.983	0.14950335	-1.4970057	-4.4146	-0.25718774	ANO8	anoctamin 8
ILMN_1690884	0.983	0.14953075	1.49689966	-4.4147	0.07331171	APOA1	apolipoprotein A1
ILMN_2261627	0.983	0.14957635	-1.49672328	-4.4149	-0.14071405	CTLA4	cytotoxic T-lymphocyte associated protein 4
ILMN_1664960	0.983	0.14957674	1.49672176	-4.4149	0.05254953	CEP170B	centrosomal protein 170B
ILMN_1794157	0.983	0.14959569	-1.49664845	-4.4149	-0.21892469	CATSPER2P1	cation channel sperm associated 2 pseudogene 1
ILMN_3210171	0.983	0.1496218	1.49654747	-4.415	0.16804804		
ILMN_1695317	0.983	0.14965599	1.49641528	-4.4152	0.13073898	RCBTB1	RCC1 and BTB domain containing protein 1
ILMN_3243011	0.983	0.14968664	1.49629679	-4.4153	0.15746023		
ILMN_1843277	0.983	0.14969353	-1.49627014	-4.4153	-0.09810484		
ILMN_1763365	0.983	0.14970925	-1.49620938	-4.4153	-0.15583586	FAM103A1	family with sequence similarity 103 member A1
ILMN_1721017	0.983	0.14971536	-1.49618574	-4.4154	-0.13435491		
ILMN_1724398	0.983	0.14971899	-1.49617173	-4.4154	-0.11108398		
ILMN_3289897	0.983	0.14982291	1.49577016	-4.4157	0.09602837		
ILMN_1714218	0.983	0.14993986	-1.49531856	-4.4162	-0.07446398		
ILMN_3235061	0.983	0.14994348	1.49530456	-4.4162	0.19352977		
ILMN_1687950	0.983	0.14994886	1.49528382	-4.4162	0.14717111	MMP21	matrix metallopeptidase 21
ILMN_1659058	0.983	0.14995161	-1.49527317	-4.4162	-0.19632699	PPP1R10	protein phosphatase 1 regulatory subunit 10
ILMN_3291472	0.983	0.14999369	1.49511075	-4.4163	0.22920347		
ILMN_1672295	0.983	0.15008166	-1.49477133	-4.4167	-0.17597949	ZC3H12A	zinc finger CCCH-type containing 12A
ILMN_1790252	0.983	0.15009421	1.49472294	-4.4167	0.07512238	KRT36	keratin 36
ILMN_1670462	0.983	0.15011782	-1.49463185	-4.4168	-0.16630837	HUS1	HUS1 checkpoint clamp component
ILMN_2386790	0.983	0.15014318	-1.49453407	-4.4169	-0.33356883	KLRC3	killer cell lectin like receptor C3
ILMN_1795561	0.983	0.15015127	1.49450285	-4.4169	0.20779289	CAMK1D	calcium/calmodulin dependent protein kinase ID
ILMN_1719093	0.983	0.15021252	-1.49426673	-4.4171	-0.07565183	KLRC4	killer cell lectin like receptor C4
ILMN_3243616	0.983	0.15026819	1.49405217	-4.4173	0.12472215	SLCO4A1-AS1	SLCO4A1 antisense RNA 1
ILMN_3237645	0.983	0.150274	-1.49402976	-4.4173	-0.17602189	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
ILMN_1666376	0.983	0.15028036	1.49400527	-4.4174	0.14865035	TRIM56	tripartite motif containing 56
ILMN_2278539	0.983	0.15028704	1.49397955	-4.4174	0.10557759	CFAP52	cilia and flagella associated protein 52
ILMN_2226955	0.983	0.1503187	-1.49385756	-4.4175	-0.183159	VOPP1	vesicular, overexpressed in cancer, prosurvival protein 1
ILMN_1712456	0.983	0.15034119	1.4937709	-4.4176	0.20830454		
ILMN_2087303	0.983	0.15035436	-1.4937202	-4.4176	-0.16520369	XKR8	XK related 8
ILMN_1695414	0.983	0.15039074	-1.49358006	-4.4177	-0.33723381	ASF1B	anti-silencing function 1B histone chaperone
ILMN_3200906	0.983	0.15039911	-1.49354786	-4.4178	-0.0696418		
ILMN_1733436	0.983	0.15041892	-1.49347156	-4.4178	-0.18649639		
ILMN_2250853	0.983	0.15046932	-1.49327754	-4.418	-0.12781581		
ILMN_1689968	0.983	0.15047595	-1.49325202	-4.418	-0.15865719	PLEKHO2	pleckstrin homology domain containing O2
ILMN_2128128	0.983	0.15048629	1.49321219	-4.4181	0.13549174	SHFM1	split hand/foot malformation (ectrodactyly) type 1
ILMN_3201975	0.983	0.15050173	1.49315278	-4.4181	0.18743765		
ILMN_3270430	0.983	0.15052963	1.49304542	-4.4182	0.11089887		
ILMN_3236279	0.983	0.150537	-1.49301705	-4.4183	-0.06070744		
ILMN_1738369	0.983	0.15053972	-1.4930066	-4.4183	-0.15564252	TUFM	Tu translation elongation factor, mitochondrial
ILMN_1753450	0.983	0.15057554	-1.49286878	-4.4184	-0.06220061	ATXN3L	ataxin 3 like
ILMN_3249338	0.983	0.15057683	-1.4928638	-4.4184	-0.05104057	DLG5-AS1	DLG5 antisense RNA 1
ILMN_1704750	0.983	0.15061383	-1.49272148	-4.4185	-0.13946938		
ILMN_1791534	0.983	0.15065688	1.4925559	-4.4187	0.95064935		
ILMN_3280711	0.983	0.15067489	-1.49248666	-4.4187	-0.12262776		
ILMN_1677764	0.983	0.15067771	-1.49247582	-4.4188	-0.1213004		
ILMN_1665388	0.983	0.15068143	-1.49246149	-4.4188	-0.06595156	SERF1B	small EDRK-rich factor 1B
ILMN_1689611	0.983	0.1507221	1.49230515	-4.4189	0.07584791	OR5J2	olfactory receptor family 5 subfamily J member 2
ILMN_1890985	0.983	0.15072908	1.49227832	-4.4189	0.17956019		
ILMN_2137464	0.983	0.15077569	-1.49209918	-4.4191	-0.18606214	DVL3	dishevelled segment polarity protein 3
ILMN_3246360	0.983	0.15078918	1.49204733	-4.4191	0.10555194		
ILMN_1659985	0.983	0.15078974	-1.49204519	-4.4191	-0.14690575	RSPH9	radial spoke head 9 homolog
ILMN_1773847	0.983	0.15079466	1.49202626	-4.4192	0.10129115	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
ILMN_3300663	0.983	0.15080006	1.49200554	-4.4192	0.145241		
ILMN_3239520	0.983	0.15084804	1.49182121	-4.4193	0.08129438		
ILMN_2345319	0.983	0.1508611	1.49177104	-4.4194	0.18566287	PREPL	prolyl endopeptidase-like
ILMN_2169261	0.983	0.15087103	-1.49173289	-4.4194	-0.17991588	TNNI2	troponin I2, fast skeletal type
ILMN_1862873	0.983	0.15087913	-1.49170176	-4.4195	-0.09595912		
ILMN_1771326	0.983	0.15091761	-1.49155401	-4.4196	-0.15848566		
ILMN_1852179	0.983	0.15093681	1.49148028	-4.4197	0.17142789		
ILMN_1732901	0.983	0.15096772	-1.4913616	-4.4198	-0.06936756	OR5H1	olfactory receptor family 5 subfamily H member 1
ILMN_1702329	0.983	0.15099049	-1.4912742	-4.4198	-0.07103264	DRP2	dystrophin related protein 2
ILMN_1791445	0.983	0.15101644	1.49117459	-4.4199	0.08258558		
ILMN_3187836	0.983	0.15102387	-1.49114609	-4.42	-0.06732613		
ILMN_1761175	0.983	0.15112314	-1.49076522	-4.4203	-0.21690839	RPS6KB2	ribosomal protein S6 kinase B2
ILMN_2255043	0.983	0.15115871	-1.49062879	-4.4204	-0.0576554	DLG3	discs large MAGUK scaffold protein 3
ILMN_1663159	0.983	0.15123892	-1.49032126	-4.4207	-0.11547875	CTNND1	catenin delta 1
ILMN_1707298	0.983	0.15125556	-1.49025746	-4.4208	-0.05805794		
ILMN_2209671	0.983	0.15125716	1.49025133	-4.4208	0.06614391		
ILMN_1796737	0.983	0.15126586	1.49021798	-4.4208	0.14090069	ZBTB7C	zinc finger and BTB domain containing 7C
ILMN_3236988	0.983	0.15127367	1.49018806	-4.4208	0.08534992		
ILMN_1901051	0.983	0.1512889	-1.49012966	-4.4209	-0.1592092		
ILMN_3247802	0.983	0.15130619	-1.49006342	-4.421	-0.23808449	PRRC2B	proline rich coiled-coil 2B
ILMN_2169025	0.983	0.15130798	-1.49005656	-4.421	-0.16898779	JOSD2	Josephin domain containing 2
ILMN_1670091	0.983	0.15134183	1.48992687	-4.4211	0.05310337	BPIFB6	BPI fold containing family B member 6
ILMN_1856533	0.983	0.15134488	-1.48991519	-4.4211	-0.0836144	CDKL2	cyclin dependent kinase like 2
ILMN_1782581	0.983	0.15135296	-1.48988423	-4.4211	-0.15804585	DUSP7	dual specificity phosphatase 7
ILMN_3182304	0.983	0.15135983	-1.48985791	-4.4211	-0.06585216		
ILMN_1778623	0.983	0.15136233	-1.48984831	-4.4211	-0.08034396	PAGE1	PAGE family member 1
ILMN_1774890	0.983	0.15142091	-1.48962395	-4.4214	-0.15595227	LAS1L	LAS1 like, ribosome biogenesis factor
ILMN_1858293	0.983	0.15143382	-1.4895745	-4.4214	-0.19487285		
ILMN_1655985	0.983	0.15147373	-1.4894217	-4.4215	-0.11453387		
ILMN_1678765	0.983	0.15147761	1.48940687	-4.4215	0.16044688		
ILMN_2116127	0.983	0.15149195	1.48935194	-4.4216	0.13579956	NPEPPS	aminopeptidase puromycin sensitive
ILMN_3237209	0.983	0.15151579	-1.48926072	-4.4217	-0.07757754		
ILMN_1700674	0.983	0.15152126	1.48923976	-4.4217	0.12352695		
ILMN_1656898	0.983	0.15153987	1.48916853	-4.4218	0.13200918		
ILMN_3282138	0.983	0.15158269	1.48900468	-4.4219	0.10518165	C11orf91	chromosome 11 open reading frame 91
ILMN_1669553	0.983	0.15160939	-1.48890252	-4.422	-0.32449069	UBE2E3	ubiquitin conjugating enzyme E2 E3
ILMN_1653494	0.983	0.15161917	1.48886511	-4.422	0.29977178	S100A1	S100 calcium binding protein A1
ILMN_1722643	0.983	0.15162172	-1.48885535	-4.4221	-0.10391373		
